Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2411,Data Analytcis ,146,5871,$218.69 ,30,4,NA,NA,11/22/2024,Hyderabad,Desktop,Learn Data Analytics
A2412,Data analytics ,85,5954,$201.88 ,18,6,0.071,"$1,526 ",11/27/2024,Hyderabad,Tablet,Analytics For Data
A2413,Data analytics ,128,3487,$236.19 ,25,6,0.047,"$1,961 ",2/11/2024,Hyderabad,Tablet,Data Analytics Course
A2414,Data Analytics ,153,3808,$189.61 ,19,8,0.052,"$1,246 ",2/11/2024,Hyderabad,Tablet,Data Analytics Course
A2415,Data Analytcis ,192,5720,$243.11 ,30,9,NA,"$1,555 ",11/2/2024,Hyderabad,Mobile,Online Data Analytic
A2416,Data Analytcis ,148,4721,$189.48 ,26,8,0.054,"$1,176 ",11/1/2024,Hyderabad,Mobile,Online Data Analytic
A2417,Data Analytics ,153,4768,$214.39 ,25,5,0.041,"$1,837 ",26-11-2024,Hyderabad,Tablet,Data Analitics Online
A2418,Data analytics ,NA,5494,$187.68 ,23,8,0.046,"$1,402 ",24-11-2024,Hyderabad,Tablet,Data Analytics Course
A2419,DataAnalytics,169,NA,$180.58 ,30,7,0.049,"$1,661 ",11/26/2024,Hyderabad,Mobile,Data Anaytics Training
A2420,Data Analytics ,146,5173,$234.26 ,20,7,0.048,"$1,089 ",11/28/2024,Hyderabad,Mobile,Online Data Analytic
A2421,DataAnalytics,81,4808,$189.19 ,17,9,0.111,"$1,759 ",25-11-2024,Hyderabad,Desktop,Online Data Analytic
A2422,Data Analytcis ,185,NA,$234.72 ,18,6,0.032,"$1,508 ",11/27/2024,Hyderabad,Desktop,Data Analitics Online
A2423,Data analytics ,90,5319,$208.19 ,13,7,NA,"$1,719 ",11/26/2024,Hyderabad,Tablet,Data Anaytics Training
A2424,DataAnalytics,155,4532,$203.44 ,19,8,0.052,"$1,709 ",17-11-2024,Hyderabad,Desktop,Learn Data Analytics
A2425,Data Analytcis ,125,3458,$180.49 ,19,3,NA,"$1,754 ",11/9/2024,Hyderabad,Tablet,Data Analitics Online
A2426,Data Analytics ,151,5432,$204.76 ,18,9,0.06,NA,11/13/2024,Hyderabad,Mobile,Data Anaytics Training
A2427,Data Analytics ,82,3052,$211.11 ,12,3,0.037,"$1,917 ",11/6/2024,Hyderabad,Desktop,Learn Data Analytics
A2428,Data Analytcis ,198,5718,$194.37 ,13,8,0.04,"$1,118 ",11/16/2024,Hyderabad,Tablet,Data Anaytics Training
A2429,Data Analytcis ,115,4762,$241.63 ,20,8,0.058,"$1,555 ",3/11/2024,Hyderabad,Desktop,Data Analytics Course
A2430,Data Analytics ,158,4953,$243.07 ,20,8,0.051,"$1,955 ",11/4/2024,Hyderabad,Tablet,Learn Data Analytics
A2431,DataAnalytics,102,3784,$219.45 ,13,9,0.045,"$1,967 ",11/20/2024,Hyderabad,Desktop,Data Analytics Course
A2432,Data Analytcis ,93,NA,$192.81 ,22,7,0.075,"$1,726 ",11/18/2024,Hyderabad,Desktop,Learn Data Analytics
A2433,Data Analytics ,198,5860,$185.25 ,24,9,0.041,"$1,950 ",11/1/2024,Hyderabad,Tablet,Data Anaytics Training
A2434,Data Analytics ,174,4169,$189.36 ,23,8,0.046,"$1,110 ",11/14/2024,Hyderabad,Tablet,Data Analytics Course
A2435,Data analytics ,193,5831,NA,24,5,NA,"$1,265 ",11/14/2024,Hyderabad,Mobile,Online Data Analytic
A2436,Data Analytics ,117,5269,$196.10 ,26,NA,NA,"$1,096 ",5/11/2024,Hyderabad,Desktop,Online Data Analytic
A2437,Data Analytics ,147,5793,$240.32 ,25,5,0.049,"$1,645 ",11/27/2024,Hyderabad,Tablet,Data Analytics Course
A2438,Data Analytics ,179,3338,$218.33 ,30,7,0.039,NA,11/24/2024,Hyderabad,Desktop,Data Analitics Online
A2439,Data analytics ,194,4297,$237.87 ,22,3,NA,"$1,739 ",11/29/2024,Hyderabad,Desktop,Data Analytics Course
A2440,Data Analytics ,112,3961,$214.45 ,13,7,NA,"$1,594 ",11/17/2024,Hyderabad,Desktop,Analytics For Data
A2441,DataAnalytics,88,5063,$195.20 ,22,3,0.034,"$1,460 ",11/20/2024,Hyderabad,Mobile,Analytics For Data
A2442,Data Analytcis ,172,5635,$200.16 ,21,7,0.036,"$1,727 ",14-11-2024,Hyderabad,Mobile,Data Analitics Online
A2443,Data Analytcis ,81,4404,$239.62 ,11,4,0.035,"$1,814 ",11/21/2024,Hyderabad,Mobile,Data Analytics Course
A2444,DataAnalytics,142,4312,$213.54 ,21,7,0.049,"$1,666 ",11/20/2024,Hyderabad,Desktop,Learn Data Analytics
A2445,Data Analytics ,111,3302,$193.18 ,30,10,NA,"$1,783 ",19-11-2024,Hyderabad,Mobile,Analytics For Data
A2446,Data Analytics ,81,3575,$192.71 ,27,4,0.049,"$1,158 ",11/11/2024,Hyderabad,Tablet,Online Data Analytic
A2447,Data Analytcis ,112,5055,$213.36 ,26,5,0.058,"$1,959 ",11/29/2024,Hyderabad,Desktop,Data Anaytics Training
A2448,Data Analytics ,101,5415,$236.41 ,13,10,0.039,"$1,832 ",15-11-2024,Hyderabad,Tablet,Learn Data Analytics
A2449,Data Analytics ,166,3118,$212.46 ,25,7,0.042,"$1,813 ",11/14/2024,Hyderabad,Tablet,Online Data Analytic
A2450,DataAnalytics,NA,5271,NA,14,8,NA,"$1,629 ",11/22/2024,Hyderabad,Mobile,Data Analitics Online
A2451,Data Analytcis ,148,NA,$214.26 ,21,8,NA,"$1,629 ",11/13/2024,Hyderabad,Tablet,Data Analitics Online
A2452,Data Analytcis ,126,5250,$239.73 ,30,4,0.032,"$1,070 ",11/23/2024,Hyderabad,Tablet,Analytics For Data
A2453,Data analytics ,119,4405,$233.66 ,25,3,0.039,"$1,407 ",12/11/2024,Hyderabad,Desktop,Data Analytics Course
A2454,Data Analytics ,189,5060,$236.54 ,26,7,0.043,"$1,877 ",11/10/2024,Hyderabad,Mobile,Data Anaytics Training
A2455,DataAnalytics,167,3296,$246.85 ,29,8,0.048,"$1,723 ",11/17/2024,Hyderabad,Desktop,Data Analitics Online
A2456,Data Analytcis ,198,3499,$209.74 ,30,9,0.04,"$1,893 ",11/25/2024,Hyderabad,Desktop,Data Analytics Course
A2457,DataAnalytics,95,3449,$184.55 ,10,10,0.041,"$1,601 ",16-11-2024,Hyderabad,Mobile,Analytics For Data
A2458,DataAnalytics,181,3738,$206.61 ,16,9,0.05,"$1,868 ",11/9/2024,Hyderabad,Mobile,Online Data Analytic
A2459,Data Analytics ,105,4236,$180.20 ,12,7,0.067,NA,11/24/2024,Hyderabad,Mobile,Learn Data Analytics
A2460,Data Analytics ,178,5751,$205.34 ,24,10,NA,"$1,903 ",11/20/2024,Hyderabad,Desktop,Data Analytics Course
A2461,Data Analytcis ,127,5050,$184.77 ,28,9,0.071,"$1,906 ",11/2/2024,Hyderabad,Desktop,Data Analitics Online
A2462,Data analytics ,198,4773,$202.54 ,17,10,NA,"$1,082 ",11/19/2024,Hyderabad,Mobile,Data Analitics Online
A2463,Data Analytcis ,86,5652,$249.13 ,25,7,0.081,"$1,981 ",6/11/2024,Hyderabad,Mobile,Data Anaytics Training
A2464,Data Analytics ,NA,5085,$182.42 ,11,7,NA,"$1,109 ",4/11/2024,Hyderabad,Desktop,Online Data Analytic
A2465,DataAnalytics,191,5070,$247.41 ,12,4,NA,"$1,266 ",25-11-2024,Hyderabad,Mobile,Analytics For Data
A2466,Data Analytcis ,139,5879,$197.90 ,24,4,0.029,"$1,476 ",11/5/2024,Hyderabad,Mobile,Data Analytics Course
A2467,Data Analytics ,197,3620,$235.19 ,18,7,0.036,"$1,740 ",11/1/2024,Hyderabad,Mobile,Online Data Analytic
A2468,DataAnalytics,116,4250,$216.66 ,10,9,0.078,"$1,877 ",11/2/2024,Hyderabad,Mobile,Data Anaytics Training
A2469,DataAnalytics,192,4850,$235.42 ,22,10,0.052,"$1,124 ",11/14/2024,Hyderabad,Desktop,Analytics For Data
A2470,Data Analytics ,118,3815,$185.78 ,16,4,NA,"$1,093 ",17-11-2024,Hyderabad,Desktop,Data Analitics Online
A2471,Data analytics ,172,5741,$198.44 ,14,4,0.023,"$1,755 ",11/11/2024,Hyderabad,Desktop,Analytics For Data
A2472,DataAnalytics,174,4272,$240.77 ,16,7,0.041,"$1,004 ",11/23/2024,Hyderabad,Desktop,Learn Data Analytics
A2473,Data Analytics ,175,4974,$182.22 ,21,5,NA,"$1,300 ",23-11-2024,Hyderabad,Mobile,Learn Data Analytics
A2474,Data Analytcis ,NA,3215,$191.22 ,30,7,NA,"$1,588 ",11/23/2024,Hyderabad,Desktop,Analytics For Data
A2475,DataAnalytics,NA,3723,$201.32 ,21,8,NA,NA,6/11/2024,Hyderabad,Tablet,Data Analytics Course
A2476,Data Analytcis ,103,4670,$203.40 ,21,4,NA,"$1,562 ",25-11-2024,Hyderabad,Mobile,Analytics For Data
A2477,Data Analytcis ,187,4474,$182.47 ,10,NA,NA,"$1,768 ",13-11-2024,Hyderabad,Tablet,Online Data Analytic
A2478,Data Analytcis ,NA,3009,$195.17 ,NA,6,NA,"$1,083 ",11/23/2024,Hyderabad,Tablet,Data Analitics Online
A2479,Data Analytcis ,109,3933,$189.73 ,11,4,NA,"$1,700 ",7/11/2024,Hyderabad,Desktop,Data Analitics Online
A2480,Data Analytics ,118,4360,$232.09 ,10,9,0.076,"$1,252 ",11/13/2024,Hyderabad,Desktop,Data Anaytics Training
A2481,DataAnalytics,164,5120,$185.69 ,10,5,0.031,"$1,597 ",11/23/2024,Hyderabad,Tablet,Analytics For Data
A2482,DataAnalytics,166,3887,$192.00 ,24,9,0.054,"$1,890 ",11/13/2024,Hyderabad,Tablet,Data Analytics Course
A2483,Data Analytcis ,88,3909,$189.57 ,30,10,0.114,"$1,750 ",29-11-2024,Hyderabad,Desktop,Data Anaytics Training
A2484,DataAnalytics,125,3017,$232.51 ,14,7,NA,"$1,510 ",11/8/2024,Hyderabad,Tablet,Data Anaytics Training
A2485,DataAnalytics,NA,5127,$206.95 ,26,5,NA,"$1,902 ",17-11-2024,Hyderabad,Desktop,Online Data Analytic
A2486,Data Analytics ,151,3992,$212.42 ,10,9,0.06,"$1,890 ",11/26/2024,Hyderabad,Tablet,Learn Data Analytics
A2487,DataAnalytics,182,3554,$181.74 ,18,4,0.022,"$1,933 ",2/11/2024,Hyderabad,Tablet,Learn Data Analytics
A2488,Data Analytcis ,84,4051,$196.83 ,21,4,0.048,"$1,094 ",11/14/2024,Hyderabad,Mobile,Online Data Analytic
A2489,Data analytics ,127,3541,$239.47 ,16,10,0.079,"$1,474 ",11/25/2024,Hyderabad,Tablet,Data Anaytics Training
A2490,DataAnalytics,104,5878,$228.79 ,21,3,0.05,"$1,101 ",5/11/2024,Hyderabad,Mobile,Data Analytics Course
A2491,Data Analytics ,161,4611,$228.34 ,26,7,0.043,"$1,473 ",11/25/2024,Hyderabad,Tablet,Data Analitics Online
A2492,Data Analytics ,141,4764,$187.72 ,28,4,0.028,"$1,428 ",11/16/2024,Hyderabad,Mobile,Analytics For Data
A2493,Data Analytcis ,186,4603,$191.84 ,26,9,0.047,"$1,918 ",11/7/2024,Hyderabad,Desktop,Learn Data Analytics
A2494,Data Analytics ,NA,5003,$195.40 ,15,7,NA,"$1,273 ",11/18/2024,Hyderabad,Desktop,Data Anaytics Training
A2495,DataAnalytics,124,5212,$190.83 ,13,6,0.048,"$1,399 ",11/7/2024,Hyderabad,Desktop,Data Analytics Course
A2496,Data analytics ,97,5285,$249.65 ,12,7,0.051,"$1,411 ",11/27/2024,Hyderabad,Desktop,Data Anaytics Training
A2497,Data Analytics ,111,3177,$224.51 ,18,8,NA,"$1,946 ",11/25/2024,Hyderabad,Desktop,Learn Data Analytics
A2498,Data Analytics ,93,5571,$185.71 ,12,7,0.075,"$1,630 ",21-11-2024,Hyderabad,Tablet,Online Data Analytic
A2499,DataAnalytics,92,3237,$245.48 ,15,6,0.065,NA,11/19/2024,Hyderabad,Desktop,Data Analitics Online
A2500,DataAnalytics,138,5314,$198.39 ,17,10,0.072,"$1,250 ",11/20/2024,Hyderabad,Desktop,Online Data Analytic
A2501,DataAnalytics,129,4452,$196.06 ,10,9,0.053,"$1,069 ",11/13/2024,Hyderabad,Tablet,Learn Data Analytics
A2502,Data Analytcis ,183,3920,$235.79 ,20,7,0.038,"$1,238 ",11/17/2024,Hyderabad,Mobile,Data Anaytics Training
A2503,Data Analytics ,154,4603,$214.00 ,20,3,0.019,"$1,709 ",11/18/2024,Hyderabad,Tablet,Data Analytics Course
A2504,Data Analytcis ,95,4938,$204.50 ,12,6,0.046,"$1,494 ",11/18/2024,Hyderabad,Tablet,Data Anaytics Training
A2505,Data analytics ,173,5291,NA,23,8,NA,"$1,557 ",11/13/2024,Hyderabad,Mobile,Data Analitics Online
A2506,Data analytics ,112,4072,$211.56 ,17,10,0.089,"$1,229 ",1/11/2024,Hyderabad,Desktop,Analytics For Data
A2507,Data Analytics ,170,5953,$186.11 ,25,8,NA,"$1,080 ",11/26/2024,Hyderabad,Mobile,Data Analitics Online
A2508,Data Analytics ,96,NA,$232.87 ,NA,10,0.053,"$1,162 ",11/14/2024,Hyderabad,Mobile,Learn Data Analytics
A2509,Data Analytcis ,113,3104,$230.92 ,28,9,0.08,"$1,422 ",27-11-2024,Hyderabad,Tablet,Data Analytics Course
A2510,Data analytics ,145,4882,$217.25 ,22,3,0.021,"$1,814 ",11/19/2024,Hyderabad,Mobile,Analytics For Data
A2511,Data analytics ,83,3212,$243.86 ,25,4,0.048,"$1,612 ",11/19/2024,Hyderabad,Mobile,Data Analytics Course
A2512,Data Analytics ,90,4973,$181.04 ,23,5,0.056,"$1,039 ",3/11/2024,Hyderabad,Desktop,Online Data Analytic
A2513,Data Analytics ,140,5227,$222.57 ,27,3,0.021,"$1,527 ",11/18/2024,Hyderabad,Desktop,Learn Data Analytics
A2514,Data Analytcis ,111,5434,$181.05 ,10,5,0.045,"$1,627 ",23-11-2024,Hyderabad,Mobile,Data Anaytics Training
A2515,Data Analytics ,105,3300,$180.25 ,22,10,0.095,"$1,640 ",11/21/2024,Hyderabad,Mobile,Online Data Analytic
A2516,DataAnalytics,181,4857,$215.59 ,13,8,0.044,"$1,883 ",11/23/2024,Hyderabad,Desktop,Learn Data Analytics
A2517,Data Analytics ,189,4019,$248.09 ,16,6,0.045,"$1,378 ",11/30/2024,Hyderabad,Tablet,Online Data Analytic
A2518,Data Analytcis ,138,5495,$220.69 ,19,5,0.036,"$1,624 ",4/11/2024,Hyderabad,Tablet,Online Data Analytic
A2519,Data Analytcis ,178,5218,$208.92 ,20,7,0.039,"$1,714 ",25-11-2024,Hyderabad,Mobile,Analytics For Data
A2520,Data Analytics ,155,5996,$247.54 ,15,5,0.032,"$1,883 ",11/27/2024,Hyderabad,Mobile,Analytics For Data
A2521,Data analytics ,168,4932,$198.95 ,16,7,0.052,"$1,301 ",19-11-2024,Hyderabad,Desktop,Data Anaytics Training
A2522,Data Analytcis ,152,4498,$233.81 ,30,6,0.039,"$1,090 ",25-11-2024,Hyderabad,Desktop,Data Analitics Online
A2523,Data analytics ,111,4164,$191.04 ,18,9,NA,"$1,687 ",11/21/2024,Hyderabad,Tablet,Data Anaytics Training
A2524,Data Analytics ,141,4329,$230.44 ,14,6,0.043,"$1,610 ",7/11/2024,Hyderabad,Mobile,Learn Data Analytics
A2525,DataAnalytics,97,5764,$246.15 ,30,7,NA,"$1,345 ",18-11-2024,Hyderabad,Mobile,Analytics For Data
A2526,Data Analytcis ,82,5430,$205.46 ,18,5,0.061,"$1,435 ",11/30/2024,Hyderabad,Mobile,Online Data Analytic
A2527,Data Analytics ,164,5179,$206.72 ,18,9,0.055,"$1,213 ",11/27/2024,Hyderabad,Tablet,Data Analytics Course
A2528,Data Analytcis ,109,5707,$246.86 ,22,4,0.034,"$1,980 ",19-11-2024,Hyderabad,Tablet,Data Analitics Online
A2529,Data Analytics ,126,3263,$237.54 ,NA,9,NA,"$1,364 ",11/17/2024,Hyderabad,Mobile,Data Analitics Online
A2530,Data Analytcis ,175,5718,$225.40 ,19,6,0.057,"$1,001 ",12/11/2024,Hyderabad,Tablet,Analytics For Data
A2531,Data analytics ,96,5075,$221.28 ,25,3,0.038,"$1,937 ",23-11-2024,Hyderabad,Desktop,Learn Data Analytics
A2532,Data analytics ,113,4473,$202.30 ,17,5,0.044,"$1,049 ",11/8/2024,Hyderabad,Tablet,Online Data Analytic
A2533,DataAnalytics,96,3979,$232.44 ,27,7,NA,"$1,140 ",30-11-2024,Hyderabad,Mobile,Learn Data Analytics
A2534,Data Analytcis ,162,5688,$190.31 ,17,5,0.031,"$1,556 ",25-11-2024,Hyderabad,Tablet,Data Analytics Course
A2535,Data analytics ,125,3546,$234.02 ,23,10,NA,"$1,072 ",11/27/2024,Hyderabad,Desktop,Analytics For Data
A2536,DataAnalytics,89,4188,$206.71 ,16,4,0.045,"$1,382 ",11/1/2024,Hyderabad,Tablet,Online Data Analytic
A2537,Data analytics ,99,4134,$234.04 ,18,3,0.03,"$1,683 ",11/30/2024,Hyderabad,Desktop,Learn Data Analytics
A2538,Data Analytcis ,91,4710,$199.18 ,21,9,0.099,"$1,431 ",11/10/2024,Hyderabad,Tablet,Data Analytics Course
A2539,Data analytics ,141,4654,$192.19 ,21,6,0.043,"$1,932 ",25-11-2024,Hyderabad,Mobile,Analytics For Data
A2540,DataAnalytics,110,5509,$245.38 ,13,8,0.048,"$1,539 ",11/10/2024,Hyderabad,Mobile,Learn Data Analytics
A2541,Data Analytcis ,96,3091,$187.57 ,11,NA,NA,"$1,737 ",10/11/2024,Hyderabad,Tablet,Data Analytics Course
A2542,Data Analytcis ,85,4653,$196.73 ,23,6,0.071,"$1,032 ",13-11-2024,Hyderabad,Mobile,Data Analytics Course
A2543,Data Analytics ,151,5389,$227.07 ,18,10,0.057,"$1,318 ",11/20/2024,Hyderabad,Desktop,Data Anaytics Training
A2544,Data Analytics ,139,5290,$208.43 ,28,4,0.051,"$1,022 ",11/20/2024,Hyderabad,Tablet,Data Analitics Online
A2545,DataAnalytics,120,3060,$197.96 ,NA,8,0.067,"$1,679 ",11/23/2024,Hyderabad,Tablet,Analytics For Data
A2546,Data Analytcis ,109,4444,$219.46 ,12,9,0.083,"$1,159 ",11/28/2024,Hyderabad,Mobile,Data Anaytics Training
A2547,Data Analytics ,145,3509,$181.11 ,19,10,0.048,"$1,627 ",11/22/2024,Hyderabad,Mobile,Online Data Analytic
A2548,DataAnalytics,151,4675,$183.02 ,14,7,0.046,"$1,000 ",11/10/2024,Hyderabad,Mobile,Analytics For Data
A2549,DataAnalytics,108,5869,$226.93 ,16,7,0.065,"$1,633 ",3/11/2024,Hyderabad,Desktop,Analytics For Data
A2550,Data Analytcis ,166,3992,$205.90 ,15,8,0.048,"$1,899 ",11/5/2024,Hyderabad,Desktop,Analytics For Data
A2551,Data analytics ,134,4172,$191.80 ,26,5,0.037,"$1,170 ",11/18/2024,Hyderabad,Tablet,Online Data Analytic
A2552,DataAnalytics,104,5926,$224.63 ,17,8,NA,"$1,239 ",11/24/2024,Hyderabad,Mobile,Learn Data Analytics
A2553,Data Analytcis ,NA,5785,$195.39 ,15,10,NA,"$1,296 ",11/25/2024,Hyderabad,Tablet,Analytics For Data
A2554,Data analytics ,160,5664,$210.58 ,16,9,NA,"$1,836 ",11/7/2024,Hyderabad,Mobile,Data Anaytics Training
A2555,Data analytics ,147,5930,$248.18 ,22,10,0.068,"$1,743 ",15-11-2024,Hyderabad,Desktop,Analytics For Data
A2556,Data analytics ,196,3656,$240.44 ,15,6,0.052,"$1,894 ",3/11/2024,Hyderabad,Tablet,Analytics For Data
A2557,DataAnalytics,159,5078,$182.57 ,30,8,0.05,"$1,541 ",11/9/2024,Hyderabad,Mobile,Data Analytics Course
A2558,Data Analytcis ,104,5257,$220.44 ,17,7,0.052,"$1,462 ",11/27/2024,Hyderabad,Mobile,Data Analitics Online
A2559,Data analytics ,135,5582,$209.14 ,28,5,0.037,"$1,912 ",25-11-2024,Hyderabad,Tablet,Online Data Analytic
A2560,Data Analytics ,92,3097,$232.27 ,21,NA,NA,"$1,905 ",14-11-2024,Hyderabad,Desktop,Analytics For Data
A2561,Data Analytics ,136,3657,$236.19 ,12,5,0.037,"$1,425 ",11/6/2024,Hyderabad,Mobile,Online Data Analytic
A2562,Data analytics ,135,3198,$227.48 ,NA,6,0.044,"$1,882 ",11/9/2024,Hyderabad,Desktop,Online Data Analytic
A2563,Data Analytcis ,91,5017,$239.34 ,15,5,0.055,NA,2/11/2024,Hyderabad,Tablet,Analytics For Data
A2564,DataAnalytics,181,5343,$244.02 ,30,9,0.038,"$1,639 ",11/26/2024,Hyderabad,Mobile,Learn Data Analytics
A2565,Data Analytcis ,NA,4896,$207.51 ,17,NA,NA,NA,11/11/2024,Hyderabad,Mobile,Data Analitics Online
A2566,Data Analytcis ,80,5756,$205.38 ,16,4,0.05,"$1,778 ",11/20/2024,Hyderabad,Desktop,Online Data Analytic
A2567,DataAnalytics,155,5696,$236.44 ,13,3,0.019,"$1,207 ",11/23/2024,Hyderabad,Mobile,Data Analitics Online
A2568,DataAnalytics,114,5683,$214.42 ,20,8,0.07,"$1,474 ",11/8/2024,Hyderabad,Mobile,Learn Data Analytics
A2569,Data analytics ,98,4669,$205.72 ,16,6,0.061,"$1,767 ",11/30/2024,Hyderabad,Desktop,Analytics For Data
A2570,Data Analytics ,125,3807,$234.92 ,11,6,0.048,NA,11/29/2024,Hyderabad,Mobile,Online Data Analytic
A2571,DataAnalytics,160,3163,$238.95 ,20,8,0.05,"$1,569 ",11/26/2024,Hyderabad,Desktop,Online Data Analytic
A2572,Data Analytics ,175,3732,$231.25 ,16,10,0.057,"$1,014 ",11/15/2024,Hyderabad,Mobile,Learn Data Analytics
A2573,Data Analytcis ,123,3860,$224.63 ,24,8,0.065,"$1,800 ",11/15/2024,Hyderabad,Desktop,Analytics For Data
A2574,Data analytics ,106,3196,$212.12 ,15,6,NA,"$1,314 ",11/23/2024,Hyderabad,Tablet,Analytics For Data
A2575,DataAnalytics,NA,3322,$205.85 ,24,4,NA,"$1,031 ",9/11/2024,Hyderabad,Tablet,Data Anaytics Training
A2576,DataAnalytics,185,5121,$215.46 ,12,9,0.049,"$1,724 ",2/11/2024,Hyderabad,Mobile,Data Analytics Course
A2577,Data Analytics ,139,5610,$239.44 ,17,6,0.043,"$1,548 ",14-11-2024,Hyderabad,Tablet,Online Data Analytic
A2578,Data Analytics ,174,3890,$186.04 ,28,7,0.04,"$1,793 ",11/21/2024,Hyderabad,Tablet,Online Data Analytic
A2579,Data analytics ,157,4671,$248.17 ,14,7,0.045,"$1,247 ",11/3/2024,Hyderabad,Mobile,Data Anaytics Training
A2580,Data Analytics ,160,5438,$197.50 ,16,6,0.037,"$1,752 ",3/11/2024,Hyderabad,Tablet,Data Analytics Course
A2581,Data Analytics ,198,4726,$185.13 ,14,NA,NA,"$1,580 ",17-11-2024,Hyderabad,Tablet,Learn Data Analytics
A2582,Data Analytics ,144,5301,$195.83 ,12,3,NA,"$1,654 ",27-11-2024,Hyderabad,Tablet,Data Analitics Online
A2583,Data Analytics ,187,3722,$182.43 ,27,7,0.037,"$1,613 ",20-11-2024,Hyderabad,Mobile,Data Anaytics Training
A2584,Data analytics ,139,3944,NA,29,3,0.022,"$1,863 ",11/4/2024,Hyderabad,Tablet,Analytics For Data
A2585,DataAnalytics,194,5123,$180.01 ,27,5,0.036,"$1,978 ",5/11/2024,Hyderabad,Mobile,Learn Data Analytics
A2586,DataAnalytics,157,4127,$200.44 ,30,8,0.058,"$1,044 ",11/15/2024,Hyderabad,Desktop,Data Anaytics Training
A2587,Data Analytcis ,112,4944,$233.83 ,19,4,0.036,"$1,296 ",11/27/2024,Hyderabad,Tablet,Data Anaytics Training
A2588,Data analytics ,82,4534,$203.89 ,10,6,0.073,"$1,589 ",11/26/2024,Hyderabad,Tablet,Online Data Analytic
A2589,DataAnalytics,152,5894,$219.23 ,14,5,0.033,"$1,641 ",11/13/2024,Hyderabad,Mobile,Data Anaytics Training
A2590,DataAnalytics,81,5545,$212.89 ,11,5,0.062,"$1,818 ",15-11-2024,Hyderabad,Mobile,Data Analitics Online
A2591,DataAnalytics,84,5573,NA,23,6,0.071,"$1,656 ",11/12/2024,Hyderabad,Desktop,Online Data Analytic
A2592,DataAnalytics,117,3039,$223.72 ,27,8,0.068,"$1,340 ",11/14/2024,Hyderabad,Mobile,Data Anaytics Training
A2593,Data analytics ,82,3556,NA,16,5,0.061,"$1,331 ",11/17/2024,Hyderabad,Mobile,Data Analitics Online
A2594,Data Analytcis ,192,4920,$192.15 ,18,10,0.052,"$1,665 ",11/9/2024,Hyderabad,Mobile,Data Analitics Online
A2595,DataAnalytics,131,3187,$234.53 ,24,10,NA,"$1,656 ",7/11/2024,Hyderabad,Mobile,Data Analytics Course
A2596,DataAnalytics,177,3238,$189.61 ,29,7,0.05,"$1,925 ",27-11-2024,Hyderabad,Tablet,Data Analitics Online
A2597,Data Analytics ,NA,NA,$182.66 ,22,10,NA,"$1,482 ",11/24/2024,Hyderabad,Desktop,Learn Data Analytics
A2598,DataAnalytics,147,4507,$190.42 ,27,8,0.054,"$1,073 ",11/5/2024,Hyderabad,Desktop,Learn Data Analytics
A2599,DataAnalytics,143,3606,$200.29 ,NA,3,0.035,"$1,550 ",20-11-2024,Hyderabad,Mobile,Learn Data Analytics
A2600,Data Analytcis ,NA,3355,$186.90 ,20,4,NA,"$1,524 ",11/10/2024,Hyderabad,Mobile,Online Data Analytic
A2601,DataAnalytics,160,3711,$214.41 ,10,6,0.037,"$1,550 ",11/7/2024,Hyderabad,Mobile,Analytics For Data
A2602,Data Analytcis ,172,4841,$234.94 ,28,8,NA,"$1,258 ",11/12/2024,Hyderabad,Desktop,Analytics For Data
A2603,Data analytics ,95,5411,$182.58 ,13,4,0.042,"$1,111 ",30-11-2024,Hyderabad,Tablet,Data Anaytics Training
A2604,Data Analytcis ,111,3520,$237.40 ,13,3,0.027,"$1,395 ",11/19/2024,Hyderabad,Mobile,Online Data Analytic
A2605,DataAnalytics,171,3460,$184.14 ,27,9,0.053,"$1,565 ",16-11-2024,Hyderabad,Tablet,Data Analitics Online
A2606,Data analytics ,145,5875,$221.00 ,14,7,0.048,"$1,230 ",11/24/2024,Hyderabad,Desktop,Learn Data Analytics
A2607,Data Analytics ,118,3404,$183.15 ,27,7,0.059,"$1,489 ",11/21/2024,Hyderabad,Tablet,Learn Data Analytics
A2608,Data analytics ,171,3567,$233.32 ,27,4,NA,"$1,271 ",11/5/2024,Hyderabad,Desktop,Analytics For Data
A2609,Data Analytcis ,108,3628,$185.68 ,24,8,0.074,"$1,682 ",11/19/2024,Hyderabad,Tablet,Learn Data Analytics
A2610,Data Analytcis ,100,4994,$206.32 ,21,7,0.04,"$1,673 ",11/20/2024,Hyderabad,Tablet,Learn Data Analytics
A2611,DataAnalytics,138,5758,$193.53 ,14,4,0.029,"$1,902 ",11/15/2024,Hyderabad,Tablet,Analytics For Data
A2612,DataAnalytics,88,3382,$198.62 ,25,9,0.102,"$1,599 ",10/11/2024,Hyderabad,Desktop,Data Anaytics Training
A2613,Data Analytics ,125,3652,$186.61 ,29,10,0.08,"$1,017 ",11/29/2024,Hyderabad,Mobile,Learn Data Analytics
A2614,DataAnalytics,169,4120,$215.75 ,27,5,0.03,"$1,362 ",11/19/2024,Hyderabad,Mobile,Analytics For Data
A2615,Data analytics ,169,3142,$236.79 ,18,7,0.041,NA,11/6/2024,Hyderabad,Mobile,Data Analitics Online
